Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто;Адреса;Телефон;Email
Заїка;Ірена;Михайлівна;female;1949-11-17;Фармацевт;селище Стебник;провулок Олега Андрійця, буд. 709 кв. 33, Охтирка, 10277;035 279-09-39;zhalilotrokhym@example.com
Уманець;Олесь;Миколайович;male;1953-10-12;Психолог;село Немирів;площа Центральна, буд. 04 кв. 05, Дубно, 09507;077 748 92 34;vakhniivladyslav@example.net
Пелех;Ігор;Богданович;male;1993-08-10;Бібліограф;місто Армянськ;набережна Виноградна 1-ша, буд. 7 кв. 3, Батурин, 78885;709 37 88;venedykt33@example.org
Овчаренко;Орися;Вікторівна;female;1965-10-28;Музичний редактор;місто Кобеляки;провулок Ювілейний 1-й, буд. 123, Рені, 57779;+380 85 148-65-38;mykhailynaverkhovynets@example.org
Гаврюшенко;Ігнат;Васильович;male;1941-05-08;Секретар;село Буськ;набережна Історія Футболу, буд. 32 кв. 540, Тернівка, 53420;+380 56 234-11-63;alinashtokalo@example.com
Затовканюк;Данило;Володимирович;male;1947-03-05;Гірник;село Євпаторія;сквер Хімічний 3-й, буд. 26 кв. 11, Перемишляни, 70474;378 61 88;vtytarenko@example.org
Вергун;Омелян;Євгенович;male;1958-04-20;М'ясник;хутір Виноградів;сквер Восьмого березня, буд. 269 кв. 777, Краматорськ, 53338;+380 16 748 81 33;rstets@example.org
Андріїшина;Орина;Андріївна;female;1998-10-04;Режисер;хутір Зимогір'я;набережна Карпенка-Карого, буд. 088, Стебник, 86528;068 665-84-07;komarmyron@example.org
Піддубна;Роксолана;Максимівна;female;1977-04-14;Локсмайстер;селище Українськ;площа Василя Данилевича, буд. 4, Василівка, 94094;+380 (72) 880-81-05;fshvachko@example.org
Олійник;Емілія;Степанівна;female;1949-01-28;Правник;селище Алмазна;провулок Садова, буд. 3 кв. 729, Верхівцеве, 12746;056 758 80 66;lesdevdiuk@example.net
Салій;Климент;Олександрович;male;1971-06-14;Гінеколог;село Коростишів;шосе Колонічна, буд. 51, Красноперекопськ, 46141;+380 (84) 715-36-30;kostiantyniarosh@example.com
Андрощук;Анжела;Олександрівна;female;1946-10-26;Патологоанатом;місто Тульчин;узвіз Бісквітний, буд. 3, Львів, 50305;015 741-78-93;havryloatroshchenko@example.net
Гриценко;Пармен;Олегович;male;1986-05-01;Клоун;місто Середина-Буда;вулиця Текстильників, буд. 6, Валки, 50575;036 574 47 28;jshtepa@example.net
Царенко;Людмила;Олегівна;female;1952-01-18;Бухгалтер;місто Моршин;проспект Закарпатська, буд. 2 кв. 200, Чорноморськ, 92115;098 288-52-57;ihorbebeshko@example.com
Захарченко;Гліб;Миколайович;male;1954-09-04;Соціолог;хутір Запоріжжя;провулок 14-та Лінія 6-й ст. Люстдорфської дороги, буд. 190, Дніпрорудне, 39193;+380 65 546-47-42;dmytro74@example.org
Єрченко;Яків;Максимович;male;1970-11-24;Кінокритик;селище Таврійськ;сквер Павла Вірського, буд. 043, Полонне, 85921;020 150 30 18;iakivkorbut@example.net
Смик;Веніямин;Євгенович;male;1939-02-10;Намотувальник;село Федорівка;вулиця Український 2-й, буд. 979 кв. 172, Золотоноша, 58783;641-29-29;mykhailyna44@example.com
Тесленко;Анастасія;Степанівна;female;1974-03-08;Бізнесмен;селище Токмак;вулиця Аграрна, буд. 411, Олександрія, 73767;731 56 32;klavdiia64@example.com
Прокопович;Василина;Григорівна;female;1971-10-19;Кінорежисер;місто Міусинськ;парк Почаївська, буд. 40 кв. 9, Жашків, 44407;+380 (13) 192-79-68;semenhaidamaka@example.net
Скиба;Зиновій;Степанович;male;1939-12-06;Мистецтвознавець;місто Звенигородка;шосе Угорська, буд. 972 кв. 496, Городок, 71287;480-52-32;iosyp16@example.org
Цісик;Одарка;Андріївна;female;1983-12-27;Льотчик;селище Антрацит;сквер Нафтовиків 3-й, буд. 750 кв. 58, Керч, 16604;+380 (36) 089-83-62;ieromenkoalbina@example.org
Малик;Амалія;Степанівна;female;1938-12-01;Бібліотекар;місто Остер;провулок Слави, буд. 4, Луганськ, 59258;174-74-15;ustympetliura@example.net
Павлик;Одарка;Петрівна;female;1981-05-23;Юрист;селище Угнів;парк Бориса Літвака, буд. 6, Соледар, 83639;+380 24 272-69-57;aronetsokseniia@example.net
Корбут;Володимира;Сергіївна;female;1938-05-12;Фрілансер;село Ладижин;набережна Гаванна, буд. 050 кв. 42, Мала Виска, 59725;238-87-43;ishchenkoerika@example.org
Андрійович;Ірина;Богданівна;female;1990-10-04;Фермер;хутір Коростень;набережна Амбулаторна, буд. 136 кв. 310, Хорол, 14539;085 388-54-68;tetianaadamchuk@example.net
Ткач;Юстина;Анатоліївна;female;1977-11-20;Фрілансер;місто Борислав;проспект Хотинський, буд. 90, Верхівцеве, 64092;+380 (30) 217-03-83;dankhmara@example.com
Носаченко;Адам;Степанович;male;2002-11-11;Піаніст;село Біляївка;шосе Хутірська, буд. 82, Василівка, 25054;+380 88 431 29 08;leontiisimashkevych@example.com
Заєць;Андрій;Володимирович;male;1973-03-06;Вчитель;село Тараща;провулок Героїв Небесної Сотні, буд. 5 кв. 51, Белз, 95231;045 85 85;arkadii87@example.com
Шеремета;Вʼячеслав;Сергійович;male;1950-10-30;Психолог;селище Іловайськ;узвіз Віктора Скаржинського узвіз, буд. 599, Бобровиця, 88056;+380 65 271 27 11;iaroslavahunko@example.org
Приходько;Златослава;Степанівна;female;1952-05-23;Громадський діяч;селище Виноградів;парк Південна дорога, буд. 1, Бершадь, 65379;062 670-23-68;salekseienko@example.org
Цимбал;Ярослав;Максимович;male;1985-09-25;Ветеринар;село Сквира;парк Василя Кандинського 1-й, буд. 373 кв. 57, Подільськ, 96877;+380 (98) 784-22-21;okhrymovychboleslav@example.net
Лемешко;Юстина;Григорівна;female;1968-07-01;Ріелтор;хутір Жмеринка;парк Аеродромний 2-й, буд. 205 кв. 256, Горохів, 94077;+380 33 107-61-71;varfolomii99@example.com
Єфименко;Давид;Андрійович;male;1938-02-21;Мінералог;хутір Свалява;узвіз Проточний, буд. 140 кв. 336, Мукачево, 92068;+380 02 021-85-73;ahunko@example.org
Козаченко;Хома;Олександрович;male;1991-05-05;Економіст;хутір Білопілля;сквер Братів Малакових, буд. 1 кв. 70, Южноукраїнськ, 61912;011 10 52;zynoviiartemenko@example.net
Артюшенко;Ілля;Євгенович;male;1982-11-06;Кінорежисер;місто Калинівка;сквер Волинський, буд. 84, Суходільськ, 35443;+380 54 496-04-94;oles37@example.net
Носаченко;Камілла;Романівна;female;1942-11-29;Правник;хутір Житомир;вулиця Чубаївська, буд. 03, Полонне, 88164;+380 49 179 23 76;bohdan29@example.org
Кащенко;Ілля;Богданович;male;1974-01-10;Стоматолог;селище Малин;сквер Чорноморська, буд. 9, Кам'янське, 61876;+380 (51) 332-92-78;solomiiapiatachenko@example.com
Вакарчук;Василина;Володимирівна;female;1979-03-24;Кінокритик;селище Севастополь;сквер Пісочний, буд. 52, Дубровиця, 91448;+380 (87) 468-89-32;svitlanashyian@example.net
Ніколюк;Павло;Сергійович;male;1976-07-12;Провізор;село Білгород-Дністровський;проспект Морський, буд. 323, Липовець, 58645;058 633-53-77;andriievychtymofii@example.com
Авдєєнко;Мирон;Григорович;male;1990-12-08;Електротехнік;місто Залізне;площа Дмитріївська, буд. 924, Прип'ять, 80833;+380 10 969-39-33;iurchyshynartem@example.net
Петрик;Геннадій;Романович;male;1968-02-12;Підприємець;село Устилуг;вулиця Лузанівський 1-й, буд. 28 кв. 69, Миколаїв, 19346;286-67-16;dverkhovynets@example.com
